Sample_ID,Island,Latitude_degrees_N,Longitude_degrees_E,Rock_name,Al2O3_percent,Cr_ppm,Rb_ppm
s_74WAI-2 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / OLOKELE FORMATION,22.15,-159.57,NOT GIVEN [19774],12.65,585,6.41
s_3-164.5 [22929],SAMOAN ISLANDS / TUTUILA / REJUVENATED STAGE,-14.3,-170.7,BASANITE [22929],11.15,585.3,29.13
s_R142-1.60 [2] / s_R142 [2880],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA,19.74,-155.05,THOLEIITE [2],12.32,586,2.3
s_T324-R39 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.76,-159.51,NOT GIVEN [19774],10.48,586,25.9
s_P-6-3 [24239],CAROLINE ISLANDS / PONAPE,6.9,158.25,NOT GIVEN [24239],11.27,586.4,12.31
ATT139,Aitutaki,-18.93,-159.76,,11.27,586.42,15.67
s_M-245 [4872],MADEIRA ARCHIPELAGO / MADEIRA,32.75,-17,NOT GIVEN [4872],13.63,587,19
s_114521 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,NOT GIVEN [8504],9.96,587,20
s_AN15 [1238],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,"BASALT, PICRITIC [1238]",10.62,588,37
s_P-7-1 [24239],CAROLINE ISLANDS / PONAPE,6.9,158.25,NOT GIVEN [24239],8.6,589.8,21.28
s_H91 [12969],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.83,-23.39,"BASALT, OLIVINE [12969] / BASALT, ALKALINE [9565]",14.3,590,18.1
s_116525 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],12.04,590,19.1
s_AT1012 [24409],AUSTRAL-COOK ISLANDS / ATIU,-19.99,-158.12,"BASALT, ALKALINE [24409]",12.4,591.7,24.65
s_LVLK88 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROUGE,-48.55,68.5,"BASALT, ALKALINE [1008] / BASALT [5176]",11.82,592,24
s_J2-381-1 [18767],HAWAIIAN ISLANDS / OAHU,21.56,-158.67,BASALT [18767],11.54,592,28.8
s_R165-0.75-1.45 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.38,593,5.3
s_MK-1-8 [51],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / EAST RIFT ZONE / SHIELD STAGE,19.85,-154.58,"BASALT, THOLEIITIC [51] / THOLEIITE [16]",11.34,593,11.1
s_HK-04-KWWS-92 [1496] / s_HK-04 [2661],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KAMAHINA FLOW,20.72,-156.17,BASALT [1496] / BASANITE [20654],11.97,593,23.41
s_P252-2 [7555],HAWAIIAN ISLANDS / MOLOKAI / EAST MOLOKAI / REJUVENATED STAGE / KALAUPAPA BASALT,21.18,-157.24,BASALT [7555],12.5,594,6.76
s_G1379 [947],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI FORMATION,28,-15.6,THOLEIITE [947],10.56,594,21.62
s_KV03-17 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.97,-159.37,BASANITE [14499],10.89,594,28.5
s_9372 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / ARNAHVAMMURHRAUN FLOW,65.8,-16.97,BASALT [4593] / PICRITE [6174] / NOT GIVEN [4016],15.42,597,0.61
s_T316-R27 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.78,-159.54,NOT GIVEN [19774],10.08,597,25.7
MCD72,McDonald seamount,,,,11.28,597.89,20.71
s_R700-2.9-3.1 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.8,598,6.8
s_S45 F [6967],SAMOAN ISLANDS / SAVAI^I / FAGALOA SERIES,-13.27,-172.37,BASALT [6967],11.94,600,48
RVV123,Raivavae,-23.79,-147.69,,11.63,602.76,7.83
s_EK-2 [14945],HAWAIIAN ISLANDS / KAUAI / KAUAI,22.27,-158.97,"BASALT, THOLEIITIC [14945]",12.51,603,3.3
s_S36 F [6967],SAMOAN ISLANDS / SAVAI^I / FAGALOA SERIES,-13.26,-172.38,BASALT [6967],11.92,603,55.9
s_HO-21 [313],HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE / HONOMANU SERIES,20.72,-156.17,THOLEIITE [313] / BASALT [24336],13.84,607,5.8
s_126 [216] / s_KAH 126 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.5,-156.67,THOLEIITE [216],13.08,608,7
s_P26 [696],AZORES / PICO,38.47,-28.3,"BASALT, ALKALINE [696] / NOT GIVEN [21958]",13.58,610,34
s_SM0806 [23491],AZORES / SAO MIGUEL,37.81,-25.79,BASALT [23491],12.32,610.56,23.2
s_H119 [9565],ICELAND / VESTMANNAEYJAR ISLANDS - HEIMAEY / STORHOEFDI,63.4,-20.28,"BASALT, TRANSITIONAL [9565] / NOT GIVEN [20356]",14.45,611,5.9
RTG114,Rarotonga,-21.25,-159.75,,11.66,611.69,15.14
s_S15 [6967],SAMOAN ISLANDS / SAVAI^I,-13.46,-172.39,BASALT [6967],12.8,612,34.8
s_FH18 [16348],MARQUESAS / FATU HIVA / TOUAOUHO / SHIELD STAGE,-10.42,-138.68,"THOLEIITE, OLIVINE [16348] / THOLEIITE [24718]",11.6,612.98,26.96
s_LT27 [7196],HAWAIIAN ISLANDS / MAUI / WEST MAUI / SHIELD STAGE / WAILUKU SERIES,20.5,-156.56,THOLEIITE [7196],12.12,613,0.57
samp. 121485,VILLINGEDALSFJALL,,,BASALT,14.69,613,1.8
s_T322-R7 [19774] / s_T322-R7  [19774],HAWAIIAN ISLANDS / NIIHAU / PANIAU UNIT / SHIELD STAGE,22.09,-160.23,NOT GIVEN [19774],12.63,613,2.4
s_J2-381-8 [18767],HAWAIIAN ISLANDS / OAHU,21.57,-158.65,BASALT [18767],12.02,613,21.1
s_PX0805 [23491],AZORES / PICO ALTO,38.45,-28.35,BASALT [23491],12.8,613.71,23.27
s_116526 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],11.78,614,17.7
s_BM75190 [1001],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.5,"BASALT, ALKALINE [1001]",13.1,615,48
s_GCR-60 [14732],CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,27.9,-15.5,BASANITE [14732],11.6,615.45,41.01
s_PMT-15 [15668],AZORES / TERCEIRA,38.72,-27.22,BASALT [15668],13.79,617,20
s_HW6 [7966],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.4,-155.27,BASALT [7966],12.44,618,9.33
G118,Gough,-40.32,-9.93,Basalt,11.4,618.69,35
s_191292-5 [3348],MADEIRA ARCHIPELAGO / MADEIRA / POST-EROSIONAL STAGE,32.86,-17.16,BASALT [3348],13.25,619,23.4
s_JMDD EH 03 [15056],CANARY ISLANDS / EL HIERRO / TINOR UNIT / SHIELD STAGE,27.8,-18,BASANITE [15056],11.46,619.1,17.72
s_9376 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / HOEFUHEIDHARMULI FLOW,65.88,-16.84,BASALT [4593] / PICRITE [6174],14.7,620,1.22
s_111718 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],10.28,620,26
s_408766 [14498],ICELAND / ICELAND,64.85,-23.74,NOT GIVEN [14498],13.89,622,16.7
s_666-3 [12578],CANARY ISLANDS / LA PALMA,28.39,-17.83,BASALT [12578],13.83,622,34
RTG132,Rarotonga,-21.25,-159.75,,11.07,622.97,31.76
s_86KA-21 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / HA^UPU FORMATION,21.92,-159.41,NOT GIVEN [19774],11.8,623,8
s_C-09-20 [16341],AZORES / CORVO / VILA DA CORVO FLANK ERUPTION,39.67,-31.11,"BASALT, ALKALINE [16341] / NOT GIVEN [19965]",12.74,624.9,23.92
s_R9512 [1506],GALAPAGOS ISLANDS / ROCA REDONDA,0.3,-91.52,PICRITE [1506],12.29,625,10.49
s_A18_UNLEACHED [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28,-15.6,BASALT [856],10.99,625,11.2
s_MK-5-3 [51],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / EAST RIFT ZONE / SHIELD STAGE,19.93,-154.78,THOLEIITE [51],12.47,627,5.2
s_F-18 [7508],CAPE VERDE ISLANDS / FOGO / PRE-CALDERA STAGE,14.96,-24.48,NOT GIVEN [7508],12.64,627,54.9
s_J2-556-9 [18767],HAWAIIAN ISLANDS / OAHU,21.94,-158.81,BASALT [18767],13.76,628,4.9
s_MU472-32 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,19.4,-155.27,"BASALT [22613] / BASALT, THOLEIITIC [2169]",12.53,628,7.1
s_KS2 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / REJUVENATED STAGE,21.57,-159.67,"BASALT, ALKALINE [19624]",10.84,628,20
s_TR0802 [23491],AZORES / TERCEIRA,38.68,-27.06,BASALT [23491],12.94,628.8,14.46
s_KV04-22 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE,21.94,-159.45,THOLEIITE [14499],12.44,632,7
s_MU473-108 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,19.4,-155.27,"BASALT [22613] / BASALT, THOLEIITIC [2169]",12.28,633,6.9
s_S499-6A [15560],HAWAIIAN ISLANDS / OAHU / KOOLAU / MAIN SHIELD STAGE / KOOLAU SERIES,22.26,-156.99,"NOT GIVEN [15560] / BASALT, OLIVINE [11395]",11.09,634,4.42
s_MA-87 [3348],MADEIRA ARCHIPELAGO / MADEIRA / POST-EROSIONAL STAGE,32.82,-17.1,BASALT [3348],13.01,634,25.3
s_86KA-7 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / OLOKELE FORMATION,22.13,-159.63,NOT GIVEN [19774],13.35,636,3.36
s_658-8 [12578],CANARY ISLANDS / LA PALMA,28.38,-17.86,BASALT [12578],11.99,636,21
s_KV03-5 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / POST-SHIELD STAGE,21.95,-159.59,BASANITE [14499],11.93,638,20.4
s_111757 [8504],CAPE VERDE ISLANDS / SAO ANTAO / OLDER VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],11.75,639,19
s_KW-23 [198],HAWAIIAN ISLANDS / KAHOOLAWE / SHIELD STAGE,20.54,-156.55,THOLEIITE [198],12.04,641,4
s_88KA-3 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / OLOKELE FORMATION,22.16,-159.57,NOT GIVEN [19774],11.94,641,25
s_NSK97-215 [10282],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.38,-91.57,BASALT [10282],13.95,643,5.96
s_02AHU-5 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.64,-156,BASALT [14053],12.7,644,15.4
s_408744 [14498],ICELAND / ICELAND / SNAEFƒLL,64.8,-15.61,NOT GIVEN [14498],14.44,645,14.3
s_114-859 [14545],CAPE VERDE ISLANDS / SANTIAGO / MONTE DAS VACAS FORMATION,15.25,-23.75,NOT GIVEN [14545],11.63,645,35
s_JMDD LP 09 [15056],CANARY ISLANDS / LA PALMA / SHIELD STAGE / BENEJADO UNIT,27.8,-18,"BASALT, ALKALINE [15056]",10.98,647.29,25.29
s_KV03-15 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.97,-159.46,FOIDITE [14499],9.76,648,32.8
s_CY-25 [16910] / s_CY25 [16167],CAPE VERDE ISLANDS / BRAVA,14.86,-24.75,"NEPHELINITE, MELILITE [16910] / NOT GIVEN [16167]",10.19,650,17
s_77-211 [999],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.5,"BASALT, ALKALINE [999] / BASALT [997]",12.28,650,19
s_88KOL-6 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.11,-159.29,NOT GIVEN [19774],10.37,650.95,32.7
s_JMDD EH 07 [15056],CANARY ISLANDS / EL HIERRO / TINOR UNIT / SHIELD STAGE,27.8,-18,ANKARAMITE [15056],11.18,651.37,24.69
s_AK1020 [24409],AUSTRAL-COOK ISLANDS / AITUTAKI,-18.85,-159.79,"BASALT, TRANSITIONAL [24409]",11.46,652.3,24.63
s_SN212 [1127],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-15.63,"BASALT, ALKALINE [1127]",14.48,653,9
s_WAF-39 [13537],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.31,-157.65,"BASALT, OLIVINE [13537] / BASALT [11395]",11.62,654,9.26
s_T47 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.21,-169.44,BASALT [6967],11.51,654,14.7
s_GM92-51 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.5,"BASALT, TRANSITIONAL [973]",13.84,655,10.5
s_ALIA-D118-23 [12241] / s_ALIA-118-23 [15598],SAMOAN ISLANDS / SAVAI^I,-13.33,-173.43,"BASALT, ALKALINE [12241]",7.91,655,28.5
s_371 [13086],CAPE VERDE ISLANDS / SANTIAGO / COASTAL GROUP,15.18,-23.6,BASANITE [13086],12.34,655,40
s_07DSG61 [20505],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.22,-90.84,BASALT [20505],14.36,655.2,4.5
s_K90-3 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / MAIN SHIELD STAGE / KOOLAU SERIES,22,-157.04,NOT GIVEN [11395],12.38,656,5.5
s_P-7-2 [24239],CAROLINE ISLANDS / PONAPE,6.9,158.25,NOT GIVEN [24239],8.44,658.6,16.33
s_KOT09-1 [17910],ICELAND / ICELAND / ASKJA,65.19,-16.55,BASALT [17910],15.43,661.3,3.62
s_KV05-8 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22,-159.5,FOIDITE [14499],10.83,664,38.8
s_H109 [9565],ICELAND / ICELAND / LJOSUFJOELL,64.86,-22.37,"BASALT, TRANSITIONAL [9565]",14.59,665,11.5
s_ALIA-DR116-04 [14912],SAMOAN ISLANDS / SAVAI^I / REJUVENATED STAGE,-13.98,-172.72,NOT GIVEN [14912],10.8,668.6,37.16
s_75KOL-15 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.9,-159.5,NOT GIVEN [19774],11,670,7.5
s_SM9704-A [10567],AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,37.75,-25.71,BASALT [10567],12.76,670,22.6
s_FL-09-41 [16341],AZORES / FLORES / UPPER VOLCANIC COMPLEX,39.42,-31.24,"BASALT, ALKALINE [16341] / NOT GIVEN [19965]",13.59,671.26,32.64
s_SU22-64 [51],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / EAST RIFT ZONE / SHIELD STAGE,19.92,-156.12,THOLEIITE [51],11.58,675,9.2
s_HBT10-1 [17910],ICELAND / ICELAND / ASKJA,65.14,-16.32,BASALT [17910],15.68,678.4,1.31
s_K214-10 [7200],HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE,20.48,-155.27,THOLEIITE [7200],13.54,681,7.4
s_111743 [8504],CAPE VERDE ISLANDS / SAO ANTAO / ESCABECADA LAVA,17,-25,BASANITE [8504],10.42,682,13
s_T30 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.22,-169.48,BASALT [6967],11.8,682,19
s_IC-43B [2260],ICELAND / ICELAND / HVANNFELL,65.55,-16.78,BASALT [2260],14.33,682.2,1.04
s_368 [13086],CAPE VERDE ISLANDS / SANTIAGO / COASTAL GROUP,15.17,-23.6,FOIDITE [13086],11.96,685,38
s_JMDD EH 10 [15056],CANARY ISLANDS / EL HIERRO / SHIELD STAGE / CLIFF-FORMING ERUPTION,27.8,-18,ANKARAMITE [15056],9.35,685.96,16.71
s_T48 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.22,-169.42,BASALT [6967],11.75,687,17.8
s_S499-6B [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / MAIN SHIELD STAGE / KOOLAU SERIES,22.28,-156.99,"BASALT, OLIVINE [11395]",12.91,689,9
s_02AHU-11 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.78,-156.02,BASALT [14053],12.33,689,18.4
s_LGV18 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],12.12,689,18.9
s_GMD56 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135,THOLEIITE [19648],12.61,690,9.02
s_370 [13086] / s_121-370 [14545],CAPE VERDE ISLANDS / SANTIAGO / COASTAL GROUP,15.18,-23.6,FOIDITE [13086],12.05,690,39
s_JMDD EH 13 [15056],CANARY ISLANDS / EL HIERRO / SHIELD STAGE / CLIFF-FORMING ERUPTION,27.8,-18,ANKARAMITE [15056],8.92,690.8,16.81
s_408775 [14498],ICELAND / ICELAND / EYJAFJALLAJ÷KULL / SOUTHERN ICELAND RIFT ZONE,63.57,-19.87,NOT GIVEN [14498],11.4,691,7.9
s_K212-13B [7200],HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE,20.56,-154.95,THOLEIITE [7200],12.76,693,5.5
s_1973JPM2 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,19.37,-155.23,BASALT [22613],12.11,693,6.6
s_GM92-55 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.5,"BASALT, TRANSITIONAL [973]",13.89,693,11.4
TB35,Tubuai,-23.29,-149.41,,12.25,693.64,17.68
s_111750 [8504],CAPE VERDE ISLANDS / SAO ANTAO / OLDER VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],12.01,695,29
s_IC-124 [2260],ICELAND / ICELAND / HREFNUBUDIR / WESTERN ICELAND RIFT ZONE,64.5,-17,BASALT [2260],15.68,695.61,0.55
s_369 [13086],CAPE VERDE ISLANDS / SANTIAGO / COASTAL GROUP,15.18,-23.59,FOIDITE [13086],12.05,696,37
s_JMDD EH 16 [15056],CANARY ISLANDS / EL HIERRO / SHIELD STAGE / LOWER EL GOLFO UNIT,27.8,-18,BASANITE [15056],10.36,696.58,22.45
s_TAH4 [562],SOCIETY ISLANDS / TAHITI,-17.7,-149.45,BASALT [562],10.75,697,39
s_KV04-1 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.2,-159.33,"BASALT, ALKALINE [14499]",11.45,698,13.4
s_SG93-22 [10282],"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",-1.27,-90.49,"BASALT [10282] / BASALT, ALKALINE [1497]",14.39,698,19.42
s_13 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.7,"BASALT, ALKALINE [481]",13.11,699,12
s_EH8 [6665] / s_EH 8 [15508],CANARY ISLANDS / EL HIERRO,27.59,-18.15,NOT GIVEN [6665] / BASANITE [1211],9.56,700,13
s_ME90-43 [566],SOCIETY ISLANDS / MEHETIA / SHIELD STAGE,-17.8,-148.1,OCEANITE [566] / BASALT [20464],9.79,700,22
s_02AHU-10 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.78,-156.02,BASALT [14053],12.6,701,13.4
s_T326-R6 [13316],HAWAIIAN ISLANDS / OAHU / WAIANAE,21.39,-158.47,THOLEIITE [13316],11.6,702,9.9
s_115-098 [5653],CAPE VERDE ISLANDS / SAO VICENTE / INTERMEDIATE VOLCANICS,14.9,-24.3,NEPHELINITE [5653],9.82,702.7,25.3
s_MK-5-13 [51],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / EAST RIFT ZONE / SHIELD STAGE,19.93,-154.78,THOLEIITE [51],11.67,705,4.9
s_AHA32 D [13694],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.56,-91.7,BASALT [13694],14.93,705,7.36
s_SM0102 [18632],AZORES / SAO MIGUEL / SETE CIDADES / POST-CALDERA STAGE,37.54,-25.49,NOT GIVEN [18632] / BASALT [9385],10.44,705.03,32.27
s_S497-7 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / MAIN SHIELD STAGE / KOOLAU SERIES,21.64,-157.49,"BASALT, OLIVINE [11395]",12.35,707,4.29
s_G1265 [947],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI FORMATION,28,-15.6,THOLEIITE [947],10.3,709,22.88
s_AN10 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASANITE [1240] / BASALT [1474],10.8,710,42.5
s_K90-1 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / MAIN SHIELD STAGE / KOOLAU SERIES,22,-157.04,NOT GIVEN [11395],12.52,711,4.51
s_19-3 [1182],MARQUESAS / TAHUATA,-9.97,-139.08,"BASALT, TRANSITIONAL [1182]",11.3,711,29
s_TAH2 [562],SOCIETY ISLANDS / TAHITI,-17.7,-149.45,BASALT [562],10.64,711,36
s_LGV17 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],12.26,714,19.1
s_JMDD EH 12 [15056],CANARY ISLANDS / EL HIERRO / SHIELD STAGE / CLIFF-FORMING ERUPTION,27.8,-18,"BASALT, ALKALINE [15056]",10.74,715.44,16.31
s_MA-88 [3348],MADEIRA ARCHIPELAGO / MADEIRA / POST-EROSIONAL STAGE,32.82,-17.11,BASALT [3348] / NOT GIVEN [15508],12.75,717,18.6
s_M-347 [4872],MADEIRA ARCHIPELAGO / MADEIRA,32.75,-17,NOT GIVEN [4872],12.45,721,24
s_SU46-66 [51],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / EAST RIFT ZONE / SHIELD STAGE,19.92,-156.12,THOLEIITE [51],11.38,727,4.9
s_ASM36 [697],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"BASALT, ALKALINE [697]",12.51,727,30.6
s_T16 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.22,-169.51,BASALT [6967] / NOT GIVEN [19195],11.27,729,19.8
s_T324-R25 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.75,-159.51,NOT GIVEN [19774],10.04,729,20.1
s_J2-556-17 [18767],HAWAIIAN ISLANDS / OAHU,21.91,-158.8,BASALT [18767],14.61,730,13.1
s_408738 [14498],ICELAND / ICELAND / SNAEFƒLL,64.81,-15.6,NOT GIVEN [14498],14.55,730,14.9
s_TBA-B-16 [2662],AUSTRAL-COOK ISLANDS / TUBUAI,-23.38,-149.45,BASALT [2662],11.58,731,21.5
s_86KA-1 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / MAKAWELI FORMATION,22.01,-159.61,NOT GIVEN [19774],13.06,732,0.9
RPA31,Rapa,-27.63,-144.34,,11,732.32,19.42
H13,St. Helena,-15.95,-5.7,Picrobasalt,11.32,734.77,12
s_GCR-47 [14732],CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,27.9,-15.5,BASANITE [14732],10.98,736.53,29
s_367 [13086] / s_121-367 [14545],CAPE VERDE ISLANDS / SANTIAGO / COASTAL GROUP,15.17,-23.6,FOIDITE [13086],11.76,737,35
s_5-MAY-73 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,19.37,-155.24,BASALT [22613],11.59,740,5.7
s_DGR-14 [3348],MADEIRA ARCHIPELAGO / DESERTAS ISLANDS / DESERTA GRANDE / SHIELD STAGE,32.51,-16.5,PICRITE [3348],11.17,740,14.2
s_LK4 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.37,-157.81,NOT GIVEN [11395],11.91,741,1.33
s_ML-41 [153],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.47,-155.58,"THOLEIITE [153] / BASALT, THOLEIITIC [17258]",12.02,741,4.3
s_297-07 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / SHIELD STAGE,21.53,-159.87,THOLEIITE [19624],11.52,743,5.7
s_Q1499 [947],CANARY ISLANDS / GRAN CANARIA / REJUVENATED STAGE,28,-15.6,BASANITE [947],11.6,744,29.91
s_JMDD EH 01 [15056],CANARY ISLANDS / EL HIERRO / SHIELD STAGE / PLATFORM-FORMING ERUPTION,27.8,-18,ANKARAMITE [15056],9.21,751,20.4
s_H101 [9565],ICELAND / ICELAND / LJOSUFJOELL,64.97,-22.88,"BASALT, ALKALINE [9565]",14.72,751,21.9
s_SMB-6 [697],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"BASALT, ALKALINE [697]",12.06,751,28.5
s_S692-14 [9016],HAWAIIAN ISLANDS / HAWAII / HUALALAI,19.6,-156.3,"BASALT [9016] / NOT GIVEN [9021] / BASALT, THOLEIITIC [13617]",12,754,6
s_366 [13086] / s_121-366 [14545],CAPE VERDE ISLANDS / SANTIAGO / COASTAL GROUP,15.17,-23.6,BASANITE [13086],11.76,754,33
s_R153-3.05 [2] / s_R153 [1],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA,19.74,-155.05,THOLEIITE [2],11.12,756,3.5
s_771-1 [12578],CANARY ISLANDS / TENERIFE / SHIELD STAGE,28.62,-15.94,BASALT [12578],12.31,758,13
RRT130,Rurutu,-22.42,-151.33,,10.2,759.38,15.79
s_RAR-B-9 [2662],AUSTRAL-COOK ISLANDS / RAROTONGA,-21.25,-159.75,BASALT [2662],8.49,761,11.2
s_LG65 [9586],CANARY ISLANDS / LA GOMERA / SHIELD STAGE,28.1,-17.26,BASALT [9586],10.12,762,16
s_HW30 [7966],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.54,-155.57,BASALT [7966],10.96,763,5.24
s_238 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.7,"BASALT, ALKALINE [481]",12.18,763,11
MCD79,McDonald seamount,,,,10.33,763.53,16.01
